file_index,file_type,source_language,destination_language
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,If only sales were this good!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Now that feels good.,
34841,MSGDATA,That'll do. For now.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,"The stronger, the better.",
34841,MSGDATA,"The stronger, the better.",
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,There's no masking my splendor.,
34841,MSGDATA,I cannot mask my boundless elegance.,
34841,MSGDATA,I pale in comparison to my allies.,
34841,MSGDATA,"Improvement enough, I suppose.",
34841,MSGDATA,Good enough for me.,
34841,MSGDATA,Keep your expectations in check.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Inconsequential.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I know a good deal when I see it!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I'll never be satisfied.,
34841,MSGDATA,Whatever gets me by.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Can't wait for my next brawl.,
34841,MSGDATA,My arms can't get much bigger!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Witness the glory of House Nuvelle!,
34841,MSGDATA,Every limit crumbles before me!,
34841,MSGDATA,Doubtless this is a temporary gain.,
34841,MSGDATA,My allies are much worthier.,
34841,MSGDATA,"Coulda been better, coulda been worse.",
34841,MSGDATA,I guess all the fighting paid off. Yay?,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I desire greater strength.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,All in a day's work.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,"Well, that's, uh...yeah.",
34841,MSGDATA,Hardly worth mentioning.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,"Eh, that's life.",
34841,MSGDATA,"Eh, that's life.",
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,My next effort shall compensate.,
34841,MSGDATA,Did the goddess not mark my effort?!,
34841,MSGDATA,So this is what the goddess grants me.,
34841,MSGDATA,That certainly isn't satisfying.,
34841,MSGDATA,"Ugh. Baby steps, I guess.",
34841,MSGDATA,I take nothing for granted.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Urgh...,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,That wasn't my best.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Impressed?,
34841,MSGDATA,"Look at me, so shiny and bright!",
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,The king has been crowned!,
34841,MSGDATA,I'm practically a god now.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I've done it! I've improved on perfection!,
34841,MSGDATA,This power shall restore House Nuvelle!,
34841,MSGDATA,"The higher I ascend, the farther I can fall...",
34841,MSGDATA,What shall I do with myself once this is over?,
34841,MSGDATA,I never thought I'd get this far.,
34841,MSGDATA,Maybe there is hope for me.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Find me someone who might defeat me.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Bit of a raw deal...,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,A bit more skill never hurt anyone.,
34841,MSGDATA,Can't say I'm surprised.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I've still got room to grow.,
34841,MSGDATA,Practice makes perfect and all that.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,All that studying has paid dividends.,
34841,MSGDATA,I've come too far to stop now!,
34841,MSGDATA,I'm still not where I want to be.,
34841,MSGDATA,I remain unconvinced that I am any use in battle.,
34841,MSGDATA,I'm getting the hang of this.,
34841,MSGDATA,This'll come in handy.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,This sparks pleasure.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I get it!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,"I'm looking sharp, huh?",
34841,MSGDATA,"I'm looking sharp, huh?",
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Ah... I finally get it.,
34841,MSGDATA,Ah... I finally get it.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,It is still far from enough!,
34841,MSGDATA,There is room to enrich myself further.,
34841,MSGDATA,Even a mule will reach its destination.,
34841,MSGDATA,Prowess is meaningless without resolve.,
34841,MSGDATA,Guess I learned a thing or two.,
34841,MSGDATA,I'm almost tired of learning new things.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I must continue to develop.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I'm getting better at this!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I'm a quick study.,
34841,MSGDATA,I'm a quick study.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I'm a well-oiled machine.,
34841,MSGDATA,Can't wait to get back out there.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Mastery is within my grasp!,
34841,MSGDATA,Mastery is within my grasp!,
34841,MSGDATA,To brag of this would invite mockery.,
34841,MSGDATA,I am not qualified to command anyone.,
34841,MSGDATA,"I learn with my heart, not my head.",
34841,MSGDATA,Intuition's all I need—but this'll help too.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,It is part of me now...,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Impressed yet?,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Ha! Perfect!,
34841,MSGDATA,"Well, I certainly can't complain.",
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Gotta focus up.,
34841,MSGDATA,Now I'm indestructible!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,Yet another achievement to my credit.,
34841,MSGDATA,"What might I achieve with this, hmm?",
34841,MSGDATA,"And yet, I still need to grow.",
34841,MSGDATA,I don't dare boast of my skill.,
34841,MSGDATA,All that work paid off.,
34841,MSGDATA,I'm in control.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I will wield this power with abandon.,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,I've mastered that!,
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34841,MSGDATA,$NONE,$NONE
34842,MSGDATA,"You really know what I like, don't you?",
34842,MSGDATA,"You really know what I like, don't you?",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Must be my lucky day!,
34842,MSGDATA,Must be my lucky day!,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,What a delightful gift!,
34842,MSGDATA,What a delightful gift!,
34842,MSGDATA,Do I truly deserve such an extravagant gift?,
34842,MSGDATA,Do I truly deserve such an extravagant gift?,
34842,MSGDATA,"For me? Not gonna lie, this is pretty great.",
34842,MSGDATA,"For me? Not gonna lie, this is pretty great.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,My gratitude.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,You've got a merchant's eye for quality!,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Thanks. I'll take good care of this.,
34842,MSGDATA,Thanks. I'll take good care of this.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Thanks, pal.",
34842,MSGDATA,"Thanks, pal.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Why, how thoughtful of you!",
34842,MSGDATA,"Why, how thoughtful of you!",
34842,MSGDATA,My hands tremble to accept such a gift.,
34842,MSGDATA,My hands tremble to accept such a gift.,
34842,MSGDATA,That might come in handy. Thanks.,
34842,MSGDATA,That might come in handy. Thanks.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,I'll take it.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Oh! Yes, please and thanks!",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,I guess I can hang on to this for you...,
34842,MSGDATA,I guess I can hang on to this for you...,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Huh. Well, it's gotta be worth somethin'.",
34842,MSGDATA,"Huh. Well, it's gotta be worth somethin'.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,I'm...touched that you thought of me.,
34842,MSGDATA,I'm...touched that you thought of me.,
34842,MSGDATA,I shall treasure it always.,
34842,MSGDATA,I shall treasure it always.,
34842,MSGDATA,"No offense, but...what am I supposed to do with this?",
34842,MSGDATA,"No offense, but...what am I supposed to do with this?",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Oh.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Hm... Mind if I sell this?,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"I've eaten many meals in my time, but this is divine.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"My favorite meal at my favorite cost—free!
Gotta love this place.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Oooh! Exquisite! This is exactly the meal I've been
craving.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Wow. This is all kinds of tasty.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,This food...brings fond memories.,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,Ah! This is one of my favorites! How did you know?,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"Food just tastes better when you're sharing it with
friends. Eating alone saps all the flavor.",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,All this needs is the right drink to go with it!,
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,"How I do look forward to mealtime! Though I'm
not quite sure about today's menu...",
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
34842,MSGDATA,$NONE,$NONE
